,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,Mirage
10894,ID_WI5GCB7,2010-04-26,2011-04-24,Male,30.0,2010-04-26,1,Saloon,Silver,TOYOTA,OGBA,Benue,Car Classic,1,0
10911,ID_WKPEO4J,2010-03-13,2011-03-12,Male,40.0,2010-03-13,2,Saloon,Black,Kia,Ikeja,Lagos,Car Classic,0,1
10912,ID_WKPMUMU,2010-02-25,2011-01-08,Female,27.0,2010-02-25,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Plus,0,1
10923,ID_WLNIORN,2010-01-21,2011-01-20,Male,43.0,2010-01-21,1,Saloon,Black,Honda,Kosofe,Benue,Car Classic,0,1
10925,ID_WLQGI9V,2010-09-30,2011-09-29,Male,47.0,2010-09-30,2,Saloon,Black,TOYOTA,Port-Harcourt,Port-Harcourt,Car Classic,0,1
10929,ID_WM7NV5R,2010-05-23,2011-05-22,Male,44.0,2010-05-23,1,JEEP,Black,Mercedes,Surulere,Lagos,Car Classic,0,1
10938,ID_WN489F9,2010-09-18,2011-01-09,Male,66.0,2010-09-18,1,JEEP,Silver,Nissan,Lagos Mainland,Lagos,Car Classic,0,0
10959,ID_WP9K10L,2010-11-26,2011-06-02,Male,45.0,2010-11-26,2,JEEP,Green,TOYOTA,Ogun Waterside,Ogun-Waterside,Car Classic,0,0
10961,ID_WPL6PNC,2010-01-03,2011-01-01,Male,31.0,2010-01-03,1,Saloon,White,TOYOTA,Ojo,Benue,Car Plus,0,1
10963,ID_WPSA9RV,2010-01-30,2011-01-29,Male,50.0,2010-01-30,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,1
10969,ID_WQ0OOJE,2010-08-19,2011-08-18,Female,49.0,2010-08-19,3,JEEP,Black,Hyundai,Olamabolo,Benue,Car Plus,0,1
10972,ID_WQ1UHFD,2010-05-24,2011-05-23,Female,46.0,2010-05-24,2,Bus,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
10976,ID_WQFG5FU,2010-10-26,2011-10-25,Male,54.0,2010-10-26,3,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0,1
10979,ID_WQM7ITT,2010-01-11,2011-01-10,Male,56.0,2010-01-11,1,JEEP,Black,Ford,Lagos Island,Lagos,Car Classic,0,1
10987,ID_WRSBJHF,2010-11-20,2011-07-11,Male,35.0,2010-11-20,1,JEEP,Light Green,Lexus,Ikeja,Lagos,Car Classic,1,0
10988,ID_WRVEDZS,2010-10-18,2011-02-18,Joint Gender,38.0,2010-10-18,1,Saloon,Black,Honda,Lagos Island,Lagos,Car Classic,0,1
10994,ID_WSIJTMD,2010-08-30,2011-08-29,Male,46.0,2010-08-30,1,JEEP,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
10996,ID_WSTYFGB,2010-04-16,2011-04-15,Female,37.0,2010-04-16,1,JEEP,White,TOYOTA,Yaba,Benue,Car Classic,0,1
11008,ID_WUYPWY7,2010-05-09,2011-04-23,Male,41.0,2010-05-09,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
11017,ID_WVVA3RL,2010-01-21,2011-01-20,Male,43.0,2010-01-21,1,Saloon,Green,Honda,Kosofe,Benue,Car Classic,1,0
11020,ID_WW2KLZR,2010-04-04,2011-04-03,Male,42.0,2010-04-04,2,JEEP,Grey,Honda,Ikeja,Lagos,Car Classic,0,1
11022,ID_WW3PEX5,2010-11-09,2011-11-08,Male,52.0,2010-11-09,1,Saloon,Black,TOYOTA,ISHERI,Benue,Car Classic,1,1
11023,ID_WWCD389,2010-01-27,2011-01-26,Male,37.0,2010-01-27,1,JEEP,Black,Ford,Surulere,Lagos,Car Classic,0,1
11026,ID_WWQGD0X,2010-07-12,2011-03-31,Female,27.0,2010-07-12,1,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,1
11038,ID_WXUCZR4,2010-06-27,2011-06-26,Male,63.0,2010-06-27,1,JEEP,Red,Lexus,Ajeromi-Ifelodun,Ajeromi-Ifelodun,Car Classic,0,0
11039,ID_WXWX7OS,2010-04-30,2011-04-29,Male,40.0,2010-04-30,1,Saloon,Grey,TOYOTA,Lagos Mainland,Lagos,CarSafe,0,1
11041,ID_WY15G6D,2010-04-30,2011-04-28,Male,45.0,2010-04-30,1,JEEP,Black,TOYOTA,Port-Harcourt,Port-Harcourt,Car Classic,1,1
11044,ID_WYMG2MK,2010-10-08,2011-02-24,Male,51.0,2010-10-08,4,JEEP,Black,Range Rover,Victoria Island,Lagos,Customized Motor,0,1
11056,ID_X0E3P56,2010-08-28,2011-08-27,Female,37.0,2010-08-28,1,Saloon,Purple,Honda,Yaba,Benue,Car Plus,0,0
11058,ID_X0FHMGM,2010-05-24,2011-05-23,Male,61.0,2010-05-24,1,JEEP,Black,Honda,Palm Groove,Lagos,Car Classic,0,1
11063,ID_X11BG29,2010-02-06,2011-02-05,Male,43.0,2010-02-06,1,JEEP,Silver,Volkswagen,Ilupeju,Lagos,Car Classic,0,0
11069,ID_X1YMJS2,2010-04-17,2011-04-16,Male,42.0,2010-04-17,1,Saloon,White,Honda,Obia/Akpor,Obia-Akpor,Car Classic,0,1
11071,ID_X205W3G,2010-01-02,2011-01-01,Male,66.0,2010-01-02,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
11072,ID_X25P0FL,2010-04-11,2011-04-16,Female,66.0,2010-04-11,2,JEEP,Blue,Lexus,Ilupeju,Lagos,Car Classic,0,0
11078,ID_X2V6NVE,2010-02-01,2011-01-31,Male,52.0,2010-02-01,2,JEEP,Black,Land Rover,Lagos,Lagos,Car Classic,0,1
11096,ID_X54TDYI,2010-08-13,2011-07-29,Male,42.0,2010-08-13,1,Truck,White & Blue,Iveco,Abeokuta,Ogun,CVTP,0,0
11097,ID_X56H0S3,2010-10-18,2011-01-17,Male,45.0,2010-10-18,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,1
11098,ID_X5JNJ4H,2010-11-14,2011-08-30,Male,46.0,2010-11-14,3,JEEP,Blue,Honda,Lagos,Lagos,Car Classic,0,0
11106,ID_X6BQELG,2010-03-26,2011-03-25,Male,51.0,2010-03-26,3,Saloon,Red,Nissan,Ibeju/Lekki,Ibeju-Lekki,Customized Motor,0,0
11119,ID_X6SYMKM,2010-06-29,2011-06-28,Female,41.0,2010-06-29,2,Saloon,Black,Honda,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,1
11123,ID_X78PW27,2010-07-17,2011-07-16,Male,47.0,2010-07-17,3,Saloon,Green,Hyundai,Eti-Osa,Eti-Osa,CarSafe,0,0
11131,ID_X8UZ2HK,2010-12-23,2011-03-22,Male,43.0,2010-12-23,1,JEEP,Grey,Lexus,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,1
11132,ID_X8YK1A8,2010-03-19,2011-03-18,Female,39.0,2010-03-19,1,JEEP,White,Lexus,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,1
11133,ID_X90TJ96,2010-02-13,2011-02-12,Female,43.0,2010-02-13,1,Saloon,Silver,Mazda,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,0
11145,ID_XAOJVHZ,2010-05-15,2011-05-14,Male,45.0,2010-05-15,2,Saloon,Blue,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
11148,ID_XB1B3Z7,2010-11-17,2011-11-16,Male,54.0,2010-11-17,1,Saloon,Black,Mercedes,Ikeja,Lagos,Car Classic,0,1
11150,ID_XB950F6,2010-05-16,2011-05-15,Female,35.0,2010-05-16,1,Saloon,Grey,Hyundai,Ikeja,Lagos,Car Classic,0,1
11152,ID_XBERWZX,2010-05-16,2011-05-15,Male,42.0,2010-05-16,2,JEEP,Black,Honda,Lagos Mainland,Lagos,Car Plus,0,1
11157,ID_XBYYOA7,2010-05-10,2011-05-09,Male,29.0,2010-05-10,1,Saloon,White,Mercedes,ONDO,Ondo,Car Classic,0,1
11159,ID_XCIKS38,2010-05-10,2011-05-09,Male,44.0,2010-05-10,1,JEEP,Grey,Lexus,Lagos Mainland,Lagos,Car Classic,0,1
11168,ID_XDIQVRK,2010-04-18,2011-04-17,Male,53.0,2010-04-18,1,JEEP,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
11169,ID_XDO92I3,2010-05-28,2011-05-27,Joint Gender,40.0,2010-05-28,1,Saloon,Black,Mercedes,Lekki,Lagos,Car Classic,0,1
11171,ID_XDQYMP8,2010-04-06,2011-04-05,Female,38.0,2010-04-06,4,JEEP,Gold,TOYOTA,Lagos,Lagos,Car Classic,0,0
11175,ID_XEC2P0O,2010-06-28,2011-03-27,Joint Gender,44.0,2010-06-28,1,Saloon,Black,Kia,Ikeja,Lagos,Car Classic,0,1
11176,ID_XECOGQ5,2010-02-26,2011-02-20,Male,33.0,2010-02-26,1,Saloon,Red,TOYOTA,OKOTA,Benue,Car Classic,0,0
11177,ID_XEHU8U2,2010-08-09,2011-08-08,Female,38.0,2010-08-09,1,Saloon,Black,TOYOTA,Alimosho,Lagos,Car Classic,0,1
11182,ID_XF5PC5N,2010-11-08,2011-11-07,Male,42.0,2010-11-08,1,Truck,Red,Iveco,Abeokuta,Ogun,CVTP,1,0
11185,ID_XFAL3YO,2010-05-16,2011-05-15,Male,56.0,2010-05-16,3,JEEP,Black,Volvo,Surulere,Lagos,Car Classic,1,1
11196,ID_XGKS3QI,2010-02-04,2011-01-31,Joint Gender,36.0,2010-02-04,1,Saloon,Blue,TOYOTA,Ipaja,Lagos,Car Classic,1,0
11199,ID_XGZBQG2,2010-03-25,2011-03-24,Male,33.0,2010-03-25,1,Saloon,Silver,TOYOTA,Isolo,Benue,Car Classic,1,0
11204,ID_XHKUMGH,2010-03-01,2011-02-28,Male,39.0,2010-03-01,1,Saloon,Ash,TOYOTA,Lagos Island,Lagos,Car Classic,0,0
11212,ID_XIKP2K5,2010-03-26,2011-03-25,Male,69.0,2010-03-26,2,Saloon,Green,TOYOTA,Alimosho,Lagos,Car Classic,1,0
11223,ID_XJAHGWX,2010-05-17,2011-05-16,Female,32.0,2010-05-17,1,Saloon,Blue,TOYOTA,Ebute-Metta,Lagos,Car Classic,0,0
11226,ID_XJT1VOC,2010-02-28,2011-02-27,Female,56.0,2010-02-28,1,JEEP,Black,Ford,Lagos Island,Lagos,Car Classic,0,1
11234,ID_XKT5H7K,2010-12-03,2011-12-02,Female,31.0,2010-12-03,1,Saloon,Grey,TOYOTA,Surulere,Lagos,Car Classic,1,1
11239,ID_XL11PM0,2010-01-12,2011-01-11,Female,60.0,2010-01-12,2,Saloon,Black,Hyundai,Lagos Mainland,Lagos,Car Classic,1,1
11253,ID_XM745GE,2010-03-28,2011-03-27,Male,46.0,2010-03-28,1,Saloon,Black,TOYOTA,Ogbmosho South,Ogbmosho-South,Car Classic,0,1
11255,ID_XME3A4G,2010-11-12,2011-02-19,Male,50.0,2010-11-12,1,Saloon,Grey,Honda,Shagamu,Ogun,Car Classic,1,1
11263,ID_XNHP19Z,2010-07-25,2011-07-24,Male,51.0,2010-07-25,1,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,1
11268,ID_XO7FNCB,2010-03-18,2011-03-17,Female,41.0,2010-03-18,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
11273,ID_XOT9JT0,2010-01-28,2011-01-27,Male,43.0,2010-01-28,1,JEEP,Silver,Lexus,Shomolu,Benue,Car Classic,0,0
11274,ID_XOVYWJZ,2010-12-11,2011-03-10,Male,61.0,2010-12-11,2,JEEP,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
11283,ID_XPZUG3O,2010-03-15,2011-03-14,Female,33.0,2010-03-15,1,Saloon,Blue,TOYOTA,Surulere,Lagos,Car Classic,0,0
11285,ID_XQ7HTUK,2010-04-26,2011-01-27,Male,38.0,2010-04-26,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,0
11286,ID_XQ99TKL,2010-07-26,2011-07-25,Male,40.0,2010-07-26,1,JEEP,Black,ACURA,Lagos Mainland,Lagos,Car Classic,0,1
11287,ID_XQE2T2U,2010-08-29,2011-08-28,Female,60.0,2010-08-29,2,JEEP,Black,TOYOTA,Central,Benue,Car Classic,0,1
11305,ID_XRUM30M,2010-01-10,2011-01-09,Male,56.0,2010-01-10,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,1
11306,ID_XRUXPX9,2010-02-27,2011-02-26,Male,40.0,2010-02-27,1,Saloon,Silver,Mercedes,Bwari,Benue,Car Classic,1,0
11308,ID_XRY9VAW,2010-08-19,2011-08-18,Female,53.0,2010-08-19,1,JEEP,Black,Ford,Abuja Municipal,Abuja-Municipal,Car Classic,1,1
11309,ID_XS0JIOR,2010-04-30,2011-04-29,Female,45.0,2010-04-30,1,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0,1
11312,ID_XSETG5T,2010-08-29,2011-08-28,Male,77.0,2010-08-29,3,Saloon,Black,Mercedes,Akure North,Ondo,Car Classic,0,1
11313,ID_XSFECZW,2010-04-26,2011-04-25,Male,52.0,2010-04-26,3,Saloon,Black,BMW,Victoria Island,Lagos,Car Classic,0,1
11321,ID_XT47G2J,2010-11-02,2011-01-31,Male,44.0,2010-11-02,1,Saloon,Grey,TOYOTA,ALAPERE,Benue,Car Classic,0,1
11322,ID_XT4YLD0,2010-11-08,2011-08-31,Joint Gender,37.0,2010-11-08,2,JEEP,Black,Lexus,Lagos Mainland,Lagos,Car Classic,0,1
11340,ID_XUVXTRY,2010-02-06,2011-02-05,Male,47.0,2010-02-06,2,Saloon,Black,Volkswagen,Ikeja,Lagos,Car Classic,0,1
11342,ID_XV16YZI,2010-08-20,2011-07-31,Male,42.0,2010-08-20,1,Saloon,Black,Honda,Lekki,Lagos,Car Classic,0,1
11346,ID_XVJ0CU1,2010-03-22,2011-03-21,Male,40.0,2010-03-22,3,JEEP,Light Gray,Lexus,Ikeja,Lagos,Car Classic,0,0
11359,ID_XWS1XEJ,2010-04-08,2011-04-07,Male,55.0,2010-04-08,1,Saloon,Gold,TOYOTA,Surulere,Lagos,Car Classic,0,0
11366,ID_XXWKGA1,2010-04-29,2011-04-28,Female,42.0,2010-04-29,1,Bus,Silver,TOYOTA,Kosofe,Benue,Car Classic,0,0
11368,ID_XY49VJS,2010-05-06,2011-05-05,Male,51.0,2010-05-06,2,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
11370,ID_XY9CBWL,2010-11-16,2011-11-15,Female,46.0,2010-11-16,1,Saloon,Black,TOYOTA,Kaduna North,Kaduna-North,Car Classic,0,1
11375,ID_XYEV5IY,2010-07-26,2011-07-25,Male,51.0,2010-07-26,2,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,1
11377,ID_XYP18HS,2010-01-10,2011-01-09,Female,31.0,2010-01-10,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
11380,ID_XZ6OHDF,2010-02-01,2011-01-31,Male,56.0,2010-02-01,2,JEEP,Black,Ford,Anthony Village,Lagos,Car Classic,0,1
11384,ID_XZQC2HI,2010-04-09,2011-04-08,Female,32.0,2010-04-09,1,JEEP,Black,TOYOTA,Abeokuta South,Ogun,Car Classic,0,1
11386,ID_XZZARE2,2010-01-18,2011-01-17,Male,42.0,2010-01-18,1,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
11390,ID_Y0SXXAL,2010-12-24,2011-12-23,Male,49.0,2010-12-24,1,JEEP,White,BMW,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,1
11404,ID_Y2QSGEH,2010-05-06,2011-05-05,Male,50.0,2010-05-06,1,JEEP,Silver,TOYOTA,Lagos,Lagos,Car Classic,0,0
11410,ID_Y34RT3G,2010-06-17,2011-06-16,Male,74.0,2010-06-17,1,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,1
11413,ID_Y3EOULN,2010-04-20,2011-04-19,Male,64.0,2010-04-20,1,JEEP,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
11424,ID_Y4NO7MN,2010-07-18,2011-07-17,Male,34.0,2010-07-18,2,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Plus,0,1
11426,ID_Y4RE5O1,2010-03-14,2011-03-13,Male,42.0,2010-03-14,1,JEEP,Black,TOYOTA,Benin,Edo,Car Classic,0,1
11428,ID_Y57E48N,2010-11-15,2011-11-14,Female,57.0,2010-11-15,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
11432,ID_Y5FCCUE,2010-11-12,2011-05-04,Male,40.0,2010-11-12,1,Saloon,White,Honda,OGUN,Ogun,Car Plus,0,1
11436,ID_Y64WW3U,2010-06-07,2011-06-06,Female,47.0,2010-06-07,1,JEEP,Black,Nissan,Surulere,Lagos,Car Classic,0,1
11443,ID_Y6KOWZC,2010-01-23,2011-01-22,Male,53.0,2010-01-23,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,1
11448,ID_Y6YBLVT,2010-05-26,2011-05-25,Male,55.0,2010-05-26,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,1
11449,ID_Y71ZRZZ,2010-06-11,2011-06-10,Male,33.0,2010-06-11,1,Saloon,Silver,TOYOTA,Agege,Lagos,Car Classic,0,0
11458,ID_Y7P2HJ0,2010-02-19,2011-02-18,Female,40.0,2010-02-19,2,JEEP,Black,Hyundai,Lagos Mainland,Lagos,Customized Motor,0,1
11464,ID_Y8AQWCT,2010-05-01,2011-04-30,Female,31.0,2010-05-01,1,JEEP,Blue,TOYOTA,Apapa,Lagos,Car Classic,0,0
11477,ID_YA04W2B,2010-07-30,2011-01-28,Male,41.0,2010-07-30,1,Saloon,Silver,TOYOTA,Alimosho,Lagos,Car Classic,0,0
11486,ID_YAR2AH5,2010-07-31,2011-07-30,Male,33.0,2010-07-31,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,1
11490,ID_YAYAKTC,2010-05-16,2011-05-15,Male,32.0,2010-05-16,1,Saloon,Black,Lexus,Obia/Akpor,Obia-Akpor,Car Plus,1,1
11491,ID_YB3STAA,2010-06-19,2011-03-19,Female,36.0,2010-06-19,1,Saloon,Black,Volkswagen,Ilupeju,Lagos,Car Classic,0,1
11497,ID_YBFK2QT,2010-01-18,2011-01-17,Male,45.0,2010-01-18,2,JEEP,Black,Hyundai,Yaba,Benue,Car Classic,0,1
11498,ID_YBH03GQ,2010-07-05,2011-01-27,Male,32.0,2010-07-05,1,Saloon,Black,TOYOTA,Awka South,Awka-South,Car Classic,0,1
11500,ID_YBPE2BO,2010-07-18,2011-07-17,Male,25.0,2010-07-18,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
11503,ID_YBZOADW,2010-01-28,2011-01-27,Male,59.0,2010-01-28,1,JEEP,Green,Mitsubishi,Lagos Island,Lagos,Car Classic,0,0
11506,ID_YCVCPBF,2010-04-17,2011-04-16,Female,49.0,2010-04-17,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,1
11516,ID_YER5CC3,2010-07-04,2011-07-03,Male,45.0,2010-07-04,2,JEEP,Green,Mercedes,Benin,Edo,Car Plus,0,0
11518,ID_YEWCBLY,2010-05-16,2011-05-15,Male,39.0,2010-05-16,1,JEEP,Cream,Ford,Surulere,Lagos,Car Classic,0,0
11525,ID_YFDC4PG,2010-12-23,2011-12-22,Male,37.0,2010-12-23,2,JEEP,Blue,Honda,Ikeja,Lagos,Car Classic,0,0
11534,ID_YG4GTGB,2010-01-17,2011-01-16,Male,48.0,2010-01-17,1,JEEP,Red,Ford,Ikeja,Lagos,Car Classic,0,0
11544,ID_YHAAXKS,2010-05-30,2011-05-25,Male,27.0,2010-05-30,1,Truck,Blue,Iveco,Victoria Island,Lagos,CVTP,0,0
11546,ID_YI3TK2A,2010-03-12,2011-03-11,Male,34.0,2010-03-12,3,Saloon,Silver,TOYOTA,Ajah,Lagos,Car Classic,1,0
11552,ID_YIG3PC0,2010-02-26,2011-02-25,Male,44.0,2010-02-26,1,Saloon,Wine,TOYOTA,Festac,Benue,Car Classic,0,0
11554,ID_YIGQLVT,2010-11-15,2011-11-14,Male,43.0,2010-11-15,1,JEEP,Black,Lexus,ONIRU,Benue,Car Classic,0,1
11559,ID_YINR3AT,2010-08-26,2011-08-25,Female,39.0,2010-08-26,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,1
11561,ID_YIV7EFD,2010-04-16,2011-04-15,Male,36.0,2010-04-16,1,Saloon,Grey,TOYOTA,OGBA,Lagos,Car Classic,0,1
11562,ID_YJ2AD91,2010-05-28,2011-05-27,Male,74.0,2010-05-28,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,1
11564,ID_YJ7U82Y,2010-03-18,2011-03-17,Male,34.0,2010-03-18,2,Saloon,Silver,TOYOTA,OGUDU,Benue,Car Plus,1,0
11566,ID_YJG3FP3,2010-03-28,2011-03-27,Female,56.0,2010-03-28,3,Saloon,Green,TOYOTA,Ikoyi,Lagos,Customized Motor,0,0
11568,ID_YJON3R4,2010-05-02,2011-05-01,Male,36.0,2010-05-02,1,Saloon,White,Kia,Lekki,Lagos,Car Plus,0,1
11572,ID_YKUXUWA,2010-04-30,2011-04-29,Male,39.0,2010-04-30,2,Saloon,Grey,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,1
11575,ID_YLAASN7,2010-10-17,2011-10-16,Male,32.0,2010-10-17,2,Saloon,Black,Hyundai,Lagos Island,Lagos,Car Classic,0,1
11577,ID_YLGGRQA,2010-12-11,2011-12-10,Female,55.0,2010-12-11,2,Saloon,Green,Mazda,OGUN,Ogun,Car Classic,0,0
11581,ID_YLXSS5R,2010-11-09,2011-11-08,Male,32.0,2010-11-09,1,Saloon,Grey,TOYOTA,GBAGADA,Benue,Car Classic,1,1
11584,ID_YMJCVAF,2010-09-20,2011-04-29,Male,55.0,2010-09-20,2,Saloon,Blue,Honda,Ukpoba,Benue,Car Classic,0,0
11595,ID_YNAQRCI,2010-01-28,2011-01-27,Male,36.0,2010-01-28,1,Saloon,White,TOYOTA,Abuja,Abuja,Car Classic,1,1
11600,ID_YNR4ITL,2010-01-31,2011-01-29,Male,40.0,2010-01-31,1,Saloon,Grey,Subaru,Surulere,Lagos,Car Classic,0,1
11602,ID_YNSCCZW,2010-04-10,2011-04-09,Male,34.0,2010-04-10,1,Saloon,Grey,Kia,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,1
11612,ID_YOSE8M5,2010-12-16,2011-06-08,Male,38.0,2010-12-16,1,Saloon,Gold,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,0
11614,ID_YOTVDNO,2010-06-15,2011-06-14,Female,37.0,2010-06-15,1,JEEP,Black,TOYOTA,Uyo,Akwa-Ibom,Car Classic,0,1
11615,ID_YOUY49Q,2010-12-05,2011-12-04,Male,29.0,2010-12-05,1,Saloon,Silver,TOYOTA,OGUDU,Benue,Car Classic,0,0
11620,ID_YPLXKCA,2010-07-01,2011-06-30,Male,36.0,2010-07-01,2,Saloon,Black,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0,1
11627,ID_YPXKF8I,2010-03-27,2011-03-26,Female,33.0,2010-03-27,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
11650,ID_YRM6YXV,2010-10-31,2011-10-30,Female,38.0,2010-10-31,1,Saloon,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,0
11651,ID_YRNCFB5,2010-01-11,2011-01-10,Female,37.0,2010-01-11,1,Saloon,Red,Hyundai,Ikeja,Lagos,Car Classic,0,0
11659,ID_YSRBI37,2010-06-07,2011-01-22,Male,41.0,2010-06-07,2,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0,1
11661,ID_YT7AH3L,2010-03-08,2011-03-07,Male,33.0,2010-03-08,1,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
11674,ID_YUSCOMT,2010-02-25,2011-02-24,Male,51.0,2010-02-25,4,JEEP,Black,Range Rover,Victoria Island,Lagos,Customized Motor,0,1
11684,ID_YVL4AFH,2010-05-06,2011-05-05,Male,63.0,2010-05-06,2,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,1
11686,ID_YVO7SRS,2010-06-26,2011-04-14,Male,42.0,2010-06-26,1,Saloon,White,TOYOTA,Agege,Lagos,Car Classic,0,1
11689,ID_YVQRPQ3,2010-10-31,2011-10-30,Male,43.0,2010-10-31,2,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
11690,ID_YVU6H7R,2010-06-02,2011-06-01,Female,48.0,2010-06-02,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,1
11693,ID_YVZWL8I,2010-03-05,2011-03-04,Female,36.0,2010-03-05,2,Saloon,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
11697,ID_YW9GFR5,2010-02-21,2011-02-20,Male,50.0,2010-02-21,1,Saloon,Red,TOYOTA,ISHERI,Benue,Car Plus,1,0
11700,ID_YWKHGUZ,2010-04-18,2011-04-17,Female,40.0,2010-04-18,1,Saloon,Blue,Honda,Surulere,Lagos,Car Classic,0,0
11706,ID_YXBWKCM,2010-07-01,2011-06-30,Female,34.0,2010-07-01,1,Saloon,Silver,TOYOTA,Alimosho,Lagos,Car Classic,0,0
11708,ID_YXFTOAN,2010-12-18,2011-12-17,Male,73.0,2010-12-18,1,Saloon,Black,TOYOTA,Kosofe,Benue,Customized Motor,0,1
11710,ID_YXHG0ZA,2010-03-05,2011-03-03,Male,57.0,2010-03-05,1,JEEP,Ash,TOYOTA,Ifo,Benue,Car Classic,0,0
11711,ID_YXIB6VL,2010-04-17,2011-04-16,Female,53.0,2010-04-17,1,Saloon,Wine,Honda,Victoria Island,Lagos,Car Classic,0,0
11715,ID_YXXJJSR,2010-07-01,2011-04-24,Female,38.0,2010-07-01,1,JEEP,Black,ACURA,Lagos Island,Lagos,Car Classic,0,1
11723,ID_YZ4AUPA,2010-03-28,2011-03-27,Female,56.0,2010-03-28,3,JEEP,Green,Range Rover,Ikoyi,Lagos,Customized Motor,0,0
11761,ID_Z27V5R7,2010-05-29,2011-05-28,Female,42.0,2010-05-29,2,Saloon,Green,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,0
11764,ID_Z2M41RP,2010-03-22,2011-03-21,Female,77.0,2010-03-22,1,Saloon,Blue,Honda,Anthony Village,Lagos,Car Classic,0,0
11774,ID_Z40YIA4,2010-06-06,2011-05-08,Male,30.0,2010-06-06,1,Saloon,Silver,TOYOTA,Lekki,Lagos,Car Classic,1,0
11779,ID_Z4977DM,2010-02-26,2011-02-25,Female,37.0,2010-02-26,1,Bus,Blue,TOYOTA,Lagos Mainland,Lagos,Car Classic,1,0
11788,ID_Z5KNSXC,2010-02-28,2011-02-27,Female,78.0,2010-02-28,1,JEEP,Green,TOYOTA,Ekiti-East,Ekiti-East,Car Classic,0,0
11797,ID_Z6NBFVQ,2010-06-28,2011-06-27,Female,36.0,2010-06-28,1,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
11800,ID_Z6SFVR0,2010-07-17,2011-07-16,Male,66.0,2010-07-17,2,JEEP,Black,TOYOTA,Alimosho,Lagos,Car Classic,0,1
